"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Not attached to Google+","Non lié à Google+","Nicht mit Google+ verbunden","No hay enlace con Google+","Non collegato a Google+","Niet gekoppeld met Google+","Ikke knyttet til Google+","Não conectado ao Google+","Google+ ile bağlı değil","Google+に関連づけられていません","未与 Google+ 关联"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Your village hasn't yet been attached to a Google account. Go back to the settings screen and sign in with Google+ with no existing village attached.\n\nWARNING: Attaching a village is permanent and can not be changed later.","Votre village n'a pas encore été lié à un compte Google. Revenez à l'écran des paramètres et connectez-vous à un compte Google+ qui n'est lié à aucun village existant, puis relancez le jeu.\n\nATTENTION : lier un village est définitif et irréversible.","Dein Dorf wurde noch nicht an ein Google-Konto gebunden. Geh zurück ins Einstellungsmenü und melde dich mit Google+ ohne gebundenem Dorf an.\n\nACHTUNG: Das Binden eines Dorfes ist dauerhaft und kann später nicht geändert werden.","Tu aldea aún no se ha enlazado a una cuenta de Google. Vuelve a la pantalla de configuración e inicia sesión con una cuenta de Google+ que no tenga ninguna aldea enlazada.\n\nAviso: el enlace de una aldea es permanente y no se puede cambiar.","Il tuo villaggio non è ancora stato collegato ad un account Google. Torna alla schermata delle impostazioni ed effettua l'accesso con un account di Google+ non collegato ad un villaggio esistente.\n\nATTENZIONE: il collegamento di un villaggio è permanente e non può venire modificato in seguito.","Je dorp is nog niet gekoppeld aan een Google-account. Ga terug naar het scherm Instellingen en meld je aan met Google+ zonder verbonden dorp.\n\nWAARSCHUWING: het koppelen van een dorp is permanent en kan later niet meer worden gewijzigd","Landsbyen din har ikke blitt knyttet til en Google-konto. Gå tilbake til skjermen med innstillinger og logg deg på Google+, uten noen eksisterende landsby tilknyttet.\n\nADVARSEL: Tilknytting av en landsby er permanent, og kan ikke endres senere.","Sua vila ainda não foi ligada à uma conta do Google. Volte para a tela de configurações e conecte-se ao Google+ sem uma vila existente ligada.\n\nATENÇÃO: A ligação de uma vila é permanente e não pode ser alterada posteriormente.","Köyün henüz Google hesabına bağlanmadı. Ayarlar ekranına geri dön ve bir köye bağlantısı bulunmayan Google+ ile giriş yap.\n\nUYARI: Bir köyü bağlamak kalıcıdır ve daha sonra değiştirilemez.","あなたの村はまだ Google アカウントに関連づけられていません。設定画面に戻り、既存の村が関連づけられていない状態で Google+ にログインしてください。\n\n警告: 村の関連づけは恒久的で、後から変更することはできません。","您的村庄尚未与谷歌帐户关联。返回设置屏幕，并用未关联已有村庄的帐户登录 Google+。\n\n警告：关联村庄是永久性操作，并且今后无法更改。"
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Wrong account logged in","Connexion à un compte incorrect","Falsches Konto angemeldet","Cuenta incorrecta","Accesso effettuato con account errato","Aangemeld op verkeerde account","Feil konto logget på","Conta de login errada","Yanlış hesaba giriş yapılmış","間違ったアカウントでログインしました","登录帐户错误"
"TID_DEVICE_LINK_WRONG_ACCOUNT","The current village is attached to a different Game Center account than the one you're logged into.\n\nPlease log out from the Game Center app and login again with the account attached to this village.\n\nThen try linking again.","Le village actuel est lié à un autre compte Game Center que celui auquel vous êtes connecté.\n\nDéconnectez-vous de l'app Game Center et reconnectez-vous au compte lié à ce village.\n\nEnsuite, retentez l'association.","Das aktuelle Dorf ist an ein anderes ,,Game Center\q-Konto gebunden als das Konto, mit dem du angemeldet bist.\n\nBitte melde dich bei ,,Game Center\q-App ab und melde dich mit dem Konto, an das dieses Dorf gebunden ist, erneut an.\n\nVersuche das Verknüpfen dann erneut.","La aldea actual está enlazada a una cuenta de Game Center diferente a la que estás usando.\n\nCierra sesión en Game Center e inicia sesión de nuevo con la cuenta enlazada a esta aldea.\n\nLuego intenta hacer otra vez el enlace.","Questo villaggio è già stato collegato ad un account del Game Center, diverso da quello con cui hai effettuato l'accesso.\n\nEsci dall'app del Game Center ed effettua nuovamente l'accesso con l'account collegato a questo villaggio.\n\nQuindi, tenta nuovamente il collegamento.","Het huidige dorp is gekoppeld aan een andere Game Center-account dan waarop je bent aangemeld.\n\nMeld je af van de Game Center-app en meld je opnieuw aan met de account die verbonden is met dit dorp.\n\nProbeer dan opnieuw te koppelen.","Den gjeldende landsbyen er knyttet til en annen Game Center-konto enn den du er logget på.\n\nVennligst logg ut av Game Center-appen og logg inn igjen med kontoen som er knyttet til denne landsbyen.\n\nDeretter kan du prøve igjen.","A vila atual está ligada a uma conta diferente do Game Center e não a que você está conectado.\n\nSaia do aplicativo do Game center e entre novamente com a conta ligada a esta vila.\n\nTente conectar novamente.","Mevcut köy şu anda giriş yapmış olduğun Game Center hesabından bir başkasına bağlı.\n\nLütfen Game Center uygulamasından çıkış yap ve bu köyün bağlı olduğu hesaptan tekrar giriş yap.\n\nDaha sonra tekrar bağlamayı dene.","今プレイ中の村は、現在ログイン中のものとは別の Game Center アカウントに関連づけられています。\n\nGame Center アプリからログアウトして、この村に関連づけられたアカウントでログインし直してください。\n\nその上で、もう一度関連づけを行ってください。","当前村庄已与另一个苹果游戏中心帐户关联；而这个帐户并非您目前登录的帐户。\n\n请从苹果游戏中心应用程序注销，然后用与这个村庄关联的帐户再次登录。\n\n然后尝试再次关联。"
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","The current village is attached to a different Google account than the one you're signed into.\n\nPlease sign out of the current Google account from the settings screen, and sign in with the account attached to this village.\n\nThen try linking again.","Le village actuel est lié à un autre compte Google que celui auquel vous êtes connecté.\n\nDéconnectez-vous du compte Google actuel depuis l'écran des paramètres, puis connectez-vous au compte lié à ce village.\n\nEnsuite, retentez l'association.","Das aktuelle Dorf ist an ein anderes Google-Konto gebunden als das Konto, mit dem du angemeldet bist.\n\nBitte melde dich über das Einstellungsmenü beim aktuellen Google-Konto ab und melde dich mit dem Konto, an das dieses Dorf gebunden ist, erneut an.\n\nVersuche das Verknüpfen dann erneut.","La aldea actual está enlazada a una cuenta de Google diferente a la que estás usando.\n\nCierra sesión en la cuenta de Google actual e inicia sesión de nuevo con la cuenta enlazada a esta aldea.\n\nLuego intenta hacer otra vez el enlace.","Questo villaggio è già stato collegato ad un account Google, diverso da quello con cui hai effettuato l'accesso.\n\nEsci da questo account Google tramite la schermata delle impostazioni ed effettua nuovamente l'accesso con l'account collegato a questo villaggio.\n\nQuindi, tenta nuovamente il collegamento.","Het huidige dorp is gekoppeld aan een andere Google-account dan de account waarop je bent aangemeld.\n\nMeld je af van je huidige Google-account via het scherm Instellingen en meld je aan met de account die verbonden is met dit dorp.\n\nProbeer daarna opnieuw te koppelen.","Den gjeldende landsbyen er knyttet til en annen Google-konto enn den du er logget på.\n\nVennligst logg ut av Google-kontoen fra skjermen med innstillinger, og logg inn igjen med kontoen som er knyttet til denne landsbyen.\n\nDeretter kan du prøve igjen.","A vila atual está ligada a uma conta diferente do Google e não a que você está conectado.\n\nSaia da conta atual do Google na tela de configurações e entre novamente com a conta ligada a esta vila.\n\nTente conectar novamente.","Mevcut köy şu anda giriş yapmış olduğun Google hesabından bir başkasına bağlı.\n\nLütfen Google hesabından çıkış yap ve bu köyün bağlı olduğu hesaptan tekrar giriş yap.\n\nDaha sonra tekrar bağlamayı dene.","今プレイ中の村は、現在ログイン中のものとは別の Google アカウントに関連づけられています。\n\n設定画面に移動して、現在のGoogle アカウントからログアウトし、この村に関連づけられたアカウントでログインし直してください。\n\nその上で、もう一度関連づけを行ってください。","当前村庄已与另一个谷歌帐户关联；而这个帐户并非您目前登录的帐户。\n\n请从设置屏幕注销当前谷歌帐户，然后用与这个村庄关联的帐户登录。\n\n然后尝试再次关联。"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Already linked","Déjà associé","Bereits verknüpft","Ya enlazado","Già collegato","Al gekoppeld","Allerede tilknyttet","Já conectada","Zaten bağlantılı","既にリンクされています","已关联！"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","The current village has already been linked. The linking can be done only once.","Le village actuel a déjà été associé. L'association ne peut être réalisée qu'une fois.","Das aktuelle Dorf wurde bereits verknüpft. Die Verknüpfung ist nur ein Mal möglich.","La aldea actual ya se ha enlazado. Solo puedes hacer el enlace una vez.","Questo villaggio è già stato collegato. Il collegamento può venire effettuato una sola volta.","Het huidige dorp is al gekoppeld. Je kunt maar één keer koppelen.","Den gjeldende landsbyen har allerede blitt tilknyttet. Tilknyttingen kan bare gjøre én gang.","A vila atual já foi conectada. A conexão só pode ser feita uma vez.","Mevcut köy zaten bağlandı. Bağlantı sadece bir kere yapılabilir.","現在の村は既に関連づけされています。関連づけの実行は1回のみです。","当前村庄已经关联。只可关联一次。"
"TID_LINK_CANCELLED_TITLE","Link cancelled","Association annulée","Verknüpfung widerrufen","Enlace cancelado","Collegamento annullato","Koppelen geannuleerd","Tilknytting kansellert","Conexão cancelada","Bağlantı iptal edildi","リンクがキャンセルされました","关联已撤销"
"TID_LINK_CANCELLED","You have cancelled the linking. No devices have been linked.","Vous avez annulé l'association. Aucun appareil n'est associé.","Du hast die Verknüpfung abgebrochen. Keine Geräte wurden verknüpft.","Has cancelado el enlace. No hay dispositivos enlazados.","Il collegamento è stato annullato. Nessun dispositivo collegato.","Je hebt het koppelen geannuleerd. Er zijn geen apparaten gekoppeld.","Du har kansellert tilknyttingen. Ingen enheter har blitt tilknyttet.","Você cancelou a conexão. Nenhum dispositivo foi conectado.","Bağlantı işlemini iptal ettin. Hiçbir cihaz bağlanmadı.","関連づけがキャンセルされました。関連づけられているデバイスはありません。","您已撤销关联。未关联任何设备。"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Cannot overwrite village","Impossible d'écraser le village","Dorf kann nicht überschrieben werden","Imposible sobrescribir aldea","Impossibile sovrascrivere villaggio","Kan dorp niet overschrijven","Kan ikke overskrive landsby","Impossível sobrescrever a vila","Köyün üstüne yazılamaz","村を上書きできません","无法覆盖村庄"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Your village is already permanently attached to the Game Center account you have logged in with.\n\nBecause the village already has progress (Town Hall level <level> or a purchase made), it cannot be overwritten anymore.","Votre village est déjà définitivement associé au compte Game Center depuis lequel vous vous êtes connecté.\n\nPuisque le village a déjà enregistré une progression (Hôtel de ville niveau <level> ou achat effectué), il ne peut plus être écrasé.","Dein Dorf ist bereits dauerhaft an das ,,Game Center\q-Konto gebunden, mit dem du angemeldet bist.\n\nDa das Dorf bereits Fortschritt hat (Rathaus-Level <level> oder Kauf getätigt) kann es nicht mehr überschrieben werden.","Tu aldea ya está enlazada permanentemente a la cuenta de Game Center con la que has iniciado sesión.\n\nPuesto que la aldea ya tiene progresos (Ayuntamiento de nivel <level> o compra realizada), no se puede volver a sobrescribir.","Il tuo villaggio è già collegato in modo permanente all'account del Game Center con cui hai effettuato l'accesso.\n\nDato che il villaggio ha già fatto dei progressi (municipio di livello <level> o un acquisto effettuato), non può più venire sovrascritto.","Je dorp is al permanent gekoppeld met het Game Center-account waarop je bent aangemeld.\n\nOmdat het dorp al voortgang heeft geboekt (stadhuislevel <level> of een gedane aankoop), kan het niet meer worden overgeschreven.","Landsbyen din er allerede permanent tilknyttet Game Center-kontoen du er logget inn med.\n\nSiden landsbyen allerede har fremgang (rådhus på nivå <level> eller et kjøp er foretatt), kan den ikke overskrives lenger.","Sua vila já está permanentemente ligada à conta do Game Center com a qual você entrou.\n\nComo a vila já tem progresso (Prefeitura nível <level> ou compra feita), ela não pode mais ser sobrescrita.","Köyün zaten bu giriş yaptığın Game Center hesabına kalıcı olarak bağlı.\n\nKöyün zaten ilerleme kaydetmiş olduğu için (Köy Binası seviye <level> veya satın alım yapıldı) artık üstüne yazılamaz.","あなたの村は現在ログイン中の Game Center アカウントに恒久的に関連づけられています。\n\nこの村でのゲームが既に進行している (タウンホール レベル<level> または購入の履歴がある)ため、上書きできません。","您的村庄已与您所登录的苹果游戏中心帐户永久关联。\n\n由于村庄已有进展（大本营第 <level> 级或者发生购物），因此不再能够覆盖该村庄。"
